FID,field_number,health_category,category_confidence,date,tsn,organization,geom
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-79c8,SWC-MA-08-54B,Unknown,Unknown,2008-04-22,180672,SWC,POINT (-117.2816333 32.83983333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-79c7,ES-2664,Malnutrition,Suspected,2007-04-02,180672,TMMC,POINT (-122.007 36.962)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-79c6,ES-2741,Other,Diagnosed,2008-03-17,180672,TMMC,POINT (-122 36.962)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-79c5,ES-2875,Malnutrition,Suspected,2009-03-27,180672,TMMC,POINT (-121.919 36.962)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-79c4,ES-2738,Malnutrition,Suspected,2008-03-16,180672,TMMC,POINT (-120.879 35.413)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-79c3,ES-2915,Infectious Disease - known pathogen,Diagnosed,2009-04-13,180672,TMMC,POINT (-120.879 35.413)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-79c2,ES-2942,Malnutrition,Diagnosed,2009-04-27,180672,TMMC,POINT (-120.879 35.413)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-79c1,ES-2952,Infectious Disease - known pathogen,Diagnosed,2009-05-15,180672,TMMC,POINT (-120.879 35.413)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-79c0,ES-2448,Infectious Disease - known pathogen,Diagnosed,2005-04-05,180672,TMMC,POINT (-120.884 35.42)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-79bf,ES-2923,Infectious Disease - known pathogen,Diagnosed,2009-04-18,180672,TMMC,POINT (-120.884 35.42)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-79be,ES-3134,Infectious Disease - known pathogen,Diagnosed,2010-05-31,180672,TMMC,POINT (-121.94 36.963)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-79bd,ES-3104,Malnutrition,Suspected,2010-04-15,180672,TMMC,POINT (-120.887 35.424)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-79bc,ES-2832,Trauma - other,Diagnosed,2009-02-15,180672,TMMC,POINT (-121.929 36.525)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-79bb,ES-2532,Trauma - other,Diagnosed,2006-03-12,180672,TMMC,POINT (-120.882 35.426)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-79ba,ES-2585,Malnutrition,Suspected,2006-04-05,180672,TMMC,POINT (-121.927 36.532)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-79b9,ES-3109,Malnutrition,Suspected,2010-04-18,180672,TMMC,POINT (-121.927 36.532)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-79b8,ES-2740,Infectious Disease - known pathogen,Diagnosed,2008-03-17,180672,TMMC,POINT (-122.015 36.964)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-79b7,ES-2641,Trauma - other,Diagnosed,2007-03-18,180672,TMMC,POINT (-121.928 36.537)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-79b6,ES-2860,Malnutrition,Suspected,2009-03-21,180672,TMMC,POINT (-121.934 36.964)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-79b5,ES-3135,Infectious Disease - known pathogen,Diagnosed,2010-06-11,180672,TMMC,POINT (-121.934 36.964)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-79b4,ES-2690,Other,Diagnosed,2007-04-19,180672,TMMC,POINT (-120.887 35.433)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-79b3,ES-2690,Infectious Disease - non-specific,Diagnosed,2007-04-19,180672,TMMC,POINT (-120.887 35.433)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-79b2,ES-3052,Malnutrition,Suspected,2010-03-27,180672,TMMC,POINT (-121.799 36.817)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-79b1,ES-2914,Infectious Disease - known pathogen,Diagnosed,2009-04-13,180672,TMMC,POINT (-120.893 35.434)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-79b0,ES-3035,Malnutrition,Suspected,2010-03-22,180672,TMMC,POINT (-120.901 35.437)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-79af,ES-2656,Malnutrition,Suspected,2007-03-27,180672,TMMC,POINT (-121.931 36.555)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-79ae,ES-2808,Infectious Disease - known pathogen,Diagnosed,2008-04-27,180672,TMMC,POINT (-122.122 36.966)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-79ad,ES-2850,Other,Diagnosed,2009-03-16,180672,TMMC,POINT (-120.901 35.437)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-79ac,ES-3019,Malnutrition,Diagnosed,2010-03-17,180672,TMMC,POINT (-120.901 35.437)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-79ab,ES-2850,Infectious Disease - non-specific,Diagnosed,2009-03-16,180672,TMMC,POINT (-120.901 35.437)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-79aa,ES-3019,Infectious Disease - non-specific,Diagnosed,2010-03-17,180672,TMMC,POINT (-120.901 35.437)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-79a9,ES-2997,Malnutrition,Suspected,2010-03-11,180672,TMMC,POINT (-122.01 36.97)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-79a8,ES-2703,Infectious Disease - known pathogen,Diagnosed,2007-06-02,180672,TMMC,POINT (-120.895 35.44)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-79a7,ES-2934,Malnutrition,Suspected,2009-04-22,180672,TMMC,POINT (-121.96 36.97)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-79a6,ES-2513,Infectious Disease - known pathogen,Diagnosed,2005-07-15,180672,TMMC,POINT (-121.803 36.836)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-79a5,ES-2946,Infectious Disease - known pathogen,Diagnosed,2009-05-01,180672,TMMC,POINT (-121.823 36.855)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-79a4,ES-2735,Malnutrition,Suspected,2008-03-13,180672,TMMC,POINT (-121.914 36.972)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-79a3,ES-2906,Infectious Disease - known pathogen,Diagnosed,2009-04-07,180672,TMMC,POINT (-120.915 35.442)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-79a2,ES-2505,Infectious Disease - known pathogen,Diagnosed,2005-07-01,180672,TMMC,POINT (-120.909 35.442)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-79a1,ES-2499,Infectious Disease - known pathogen,Diagnosed,2005-07-02,180672,TMMC,POINT (-120.909 35.442)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-79a0,ES-2909,Infectious Disease - known pathogen,Diagnosed,2009-04-09,180672,TMMC,POINT (-120.909 35.442)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-799f,ES-2692,Infectious Disease - known pathogen,Diagnosed,2007-04-21,180672,TMMC,POINT (-121.968 36.582)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-799e,ES-2978,Other,Diagnosed,2010-02-27,180672,TMMC,POINT (-122.186 36.998)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-799d,ES-2978,Malnutrition,Diagnosed,2010-02-27,180672,TMMC,POINT (-122.186 36.998)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-799c,ES-2902,Malnutrition,Suspected,2009-04-05,180672,TMMC,POINT (-122.19 37)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-799b,ES-2593,Infectious Disease - known pathogen,Diagnosed,2006-05-03,180672,TMMC,POINT (-121.977 36.585)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-799a,ES-3063,Malnutrition,Suspected,2010-03-30,180672,TMMC,POINT (-122.193 37.006)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7999,ES-3064,Malnutrition,Diagnosed,2010-03-31,180672,TMMC,POINT (-122.218 37.021)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7998,ES-3064,Infectious Disease - non-specific,Diagnosed,2010-03-31,180672,TMMC,POINT (-122.218 37.021)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7997,ES-2545,Malnutrition,Suspected,2006-03-22,180672,TMMC,POINT (-122.223 37.023)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7996,ES-3102,Malnutrition,Suspected,2010-04-14,180672,TMMC,POINT (-121.973 36.586)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7995,ES-2450,Infectious Disease - known pathogen,Diagnosed,2005-04-07,180672,TMMC,POINT (-122.236 37.041)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7994,ES-3093,Malnutrition,Suspected,2010-04-10,180672,TMMC,POINT (-122.236 37.041)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7993,ES-2483,Infectious Disease - known pathogen,Diagnosed,2005-05-09,180672,TMMC,POINT (-121.973 36.586)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7992,ES-2483,Other,Diagnosed,2005-05-09,180672,TMMC,POINT (-121.973 36.586)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7991,ES-2546,Infectious Disease - known pathogen,Diagnosed,2006-03-23,180672,TMMC,POINT (-122.281 37.095)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7990,ES-2714,Infectious Disease - known pathogen,Diagnosed,2008-01-05,180672,TMMC,POINT (-122.278 37.096)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-798f,ES-2713,Other,Suspected,2008-01-05,180672,TMMC,POINT (-122.278 37.096)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-798e,ES-2715,Infectious Disease - known pathogen,Diagnosed,2008-01-06,180672,TMMC,POINT (-122.278 37.096)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-798d,ES-2715,Other,Diagnosed,2008-01-06,180672,TMMC,POINT (-122.278 37.096)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-798c,ES-2980,Malnutrition,Suspected,2010-02-28,180672,TMMC,POINT (-122.285 37.098)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-798b,ES-3045,Malnutrition,Suspected,2010-03-25,180672,TMMC,POINT (-120.963 35.452)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-798a,ES-2462,Infectious Disease - known pathogen,Diagnosed,2005-04-15,180672,TMMC,POINT (-123.0451 38.3017)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7989,ES-2825,Infectious Disease - known pathogen,Diagnosed,2008-07-01,180672,TMMC,POINT (-121.094 35.543)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7988,ES-2651,Other,Suspected,2007-03-23,180672,TMMC,POINT (-121.964 36.587)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7987,ES-2616,Unknown,Diagnosed,2007-01-23,180672,TMMC,POINT (-123.056 38.304)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7986,ES-3011,Trauma - other,Diagnosed,2010-03-15,180672,TMMC,POINT (-121.111 35.56)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7985,ES-3011,Other,Diagnosed,2010-03-15,180672,TMMC,POINT (-121.111 35.56)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7984,ES-3100,Infectious Disease - known pathogen,Diagnosed,2010-04-13,180672,TMMC,POINT (-121.113 35.565)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7983,ES-2865,Malnutrition,Suspected,2009-03-23,180672,TMMC,POINT (-123.0531 38.3071)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7982,ES-3138,Infectious Disease - known pathogen,Diagnosed,2010-06-21,180672,TMMC,POINT (-121.968 36.591)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7981,ES-2636,Other,Diagnosed,2007-03-15,180672,TMMC,POINT (-121.108 35.565)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7980,ES-3041,Malnutrition,Suspected,2010-03-25,180672,TMMC,POINT (-121.119 35.571)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-797f,ES-2821,Infectious Disease - known pathogen,Diagnosed,2008-05-27,180672,TMMC,POINT (-121.118 35.571)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-797e,ES-2576,Other,Diagnosed,2006-04-08,180672,TMMC,POINT (-123.0703 38.311)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-797d,ES-2576,Infectious Disease - known pathogen,Diagnosed,2006-04-08,180672,TMMC,POINT (-123.0703 38.311)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-797c,ES-2979,Malnutrition,Suspected,2010-02-28,180672,TMMC,POINT (-123.048 38.312)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-797b,ES-2979,Infectious Disease - non-specific,Suspected,2010-02-28,180672,TMMC,POINT (-123.048 38.312)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-797a,ES-2548,Other,Diagnosed,2006-03-24,180672,TMMC,POINT (-121.968 36.591)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7979,ES-2956,Trauma - other,Suspected,2009-05-24,180672,TMMC,POINT (-123.034 38.313)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7978,ES-2548,Malnutrition,Diagnosed,2006-03-24,180672,TMMC,POINT (-121.968 36.591)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7977,ES-2689,Trauma - other,Diagnosed,2007-04-19,180672,TMMC,POINT (-121.116 35.577)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7976,ES-2737,Malnutrition,Suspected,2008-03-15,180672,TMMC,POINT (-121.115 35.578)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7975,ES-2895,Infectious Disease - known pathogen,Diagnosed,2009-04-04,180672,TMMC,POINT (-121.123 35.579)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7974,ES-3005,Malnutrition,Suspected,2010-03-13,180672,TMMC,POINT (-121.968 36.595)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7973,ES-2919,Infectious Disease - known pathogen,Diagnosed,2009-04-16,180672,TMMC,POINT (-121.88 36.6)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7972,ES-3110,Malnutrition,Suspected,2010-04-18,180672,TMMC,POINT (-121.145 35.603)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7971,ES-2772,Infectious Disease - known pathogen,Diagnosed,2008-03-29,180672,TMMC,POINT (-121.146 35.612)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7970,ES-2957,Infectious Disease - known pathogen,Diagnosed,2009-05-27,180672,TMMC,POINT (-121.152 35.613)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-796f,ES-2857,Other,Diagnosed,2009-03-19,180672,TMMC,POINT (-121.148 35.614)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-796e,ES-2594,Infectious Disease - known pathogen,Diagnosed,2006-05-03,180672,TMMC,POINT (-123.122 38.4292)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-796d,ES-2594,Other,Diagnosed,2006-05-03,180672,TMMC,POINT (-123.122 38.4292)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-796c,ES-2763,Other,Diagnosed,2008-03-27,180672,TMMC,POINT (-123.457 38.714)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-796b,ES-2763,Malnutrition,Diagnosed,2008-03-27,180672,TMMC,POINT (-123.457 38.714)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-796a,C-252,Unknown,Diagnosed,2009-04-05,180469,TMMC,POINT (-121.938 36.477)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7969,2005-21,Infectious disease - non-specific,Unknown,2005-12-07,180469,SBMNH,POINT (-119.23249 34.16989)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7968,HS-1935,Other,Suspected,2009-04-20,180649,TMMC,POINT (-122.961 38.027)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7967,HS-1977,Infectious Disease - known pathogen,Diagnosed,2009-06-22,180649,TMMC,POINT (-123.086 38.391)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7966,HS-1885,Trauma - other,Diagnosed,2009-03-17,180649,TMMC,POINT (-122.961 38.027)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7965,HS-1885,Other,Diagnosed,2009-03-17,180649,TMMC,POINT (-122.961 38.027)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7964,HS-2026,Trauma - other,Diagnosed,2010-04-01,180649,TMMC,POINT (-122.893 38.027)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7963,HS-1882,Other,Diagnosed,2009-03-14,180649,TMMC,POINT (-122.955 38.029)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7962,HS-1985,Infectious Disease - known pathogen,Diagnosed,2009-07-23,180649,TMMC,POINT (-122.508 37.748)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7961,HS-1940,Infectious Disease - non-specific,Diagnosed,2009-05-02,180649,TMMC,POINT (-121.919 36.627)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7960,HS-1817,Other,Diagnosed,2008-04-18,180649,TMMC,POINT (-121.803 36.836)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-795f,HS-1675,Infectious Disease - non-specific,Diagnosed,2006-04-29,180649,TMMC,POINT (-120.72 35.171)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-795e,HS-1848,Infectious Disease - non-specific,Diagnosed,2008-05-19,180649,TMMC,POINT (-121.914 36.971)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-795d,HS-1998,Other,Diagnosed,2010-02-26,180649,TMMC,POINT (-121.943 36.628)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-795c,HS-2004,Other,Diagnosed,2010-03-09,180649,TMMC,POINT (-121.943 36.628)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-795b,HS-1946,Other,Suspected,2009-04-29,180649,TMMC,POINT (-122.951 38.03)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-795a,HS-1923,Trauma - other,Diagnosed,2009-04-15,180649,TMMC,POINT (-122.9377 38.0332)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7959,HS-1809,Trauma - other,Diagnosed,2008-04-16,180649,TMMC,POINT (-122.9366 38.0332)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7958,HS-1930,Other,Suspected,2009-04-19,180649,TMMC,POINT (-122.441 37.421)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7957,HS-1673,Infectious Disease - non-specific,Diagnosed,2006-05-01,180649,TMMC,POINT (-121.912 36.628)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7956,HS-1957,Infectious Disease - non-specific,Diagnosed,2009-05-17,180649,TMMC,POINT (-120.725 35.172)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7955,HS-1810,Trauma - other,Diagnosed,2008-04-16,180649,TMMC,POINT (-122.9361 38.0332)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7954,HS-1811,Trauma - other,Diagnosed,2008-04-16,180649,TMMC,POINT (-122.9361 38.0332)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7953,HS-1823,Trauma - other,Diagnosed,2008-04-20,180649,TMMC,POINT (-122.936 38.0332)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7952,HS-1824,Trauma - other,Diagnosed,2008-04-20,180649,TMMC,POINT (-122.936 38.0332)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7951,HS-1832,Other,Suspected,2008-04-29,180649,TMMC,POINT (-122.9366 38.0333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7950,HS-1833,Unknown,Suspected,2008-04-29,180649,TMMC,POINT (-122.9366 38.0333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-794f,HS-1830,Trauma - other,Diagnosed,2008-04-27,180649,TMMC,POINT (-122.9365 38.0333)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-794e,HS-1649,Infectious Disease - non-specific,Diagnosed,2006-04-05,180649,TMMC,POINT (-121.879 36.604)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-794d,HS-2045,Malnutrition,Diagnosed,2010-08-01,180649,TMMC,POINT (-121.836 36.879)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-794c,HS-1781,Other,Diagnosed,2008-03-09,180649,TMMC,POINT (-122.517 37.524)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-794b,HS-1883,Other,Diagnosed,2009-03-16,180649,TMMC,POINT (-122.639 37.894)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-794a,HS-1883,Infectious Disease - non-specific,Diagnosed,2009-03-16,180649,TMMC,POINT (-122.639 37.894)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7949,07-258,Trauma - other,Diagnosed,2007-07-04,180649,FMMMCC,POINT (-118.410645 33.870264)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7948,HS-1701,Other,Diagnosed,2007-03-11,180649,TMMC,POINT (-122.699 37.895)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7947,08-67,Other,Diagnosed,2008-03-19,180649,FMMMCC,POINT (-118.410645 33.870264)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7946,HS-1589,Malnutrition,Suspected,2005-04-17,180649,TMMC,POINT (-122.6723 37.8953)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7945,SWC-PV-10-180B,Other,Diagnosed,2010-12-29,180649,SWC,POINT (-117.2743667 32.84895)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7944,08-159,Malnutrition,Diagnosed,2008-05-03,180649,FMMMCC,POINT (-118.410645 33.870264)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7943,HS-1850,Malnutrition,Diagnosed,2008-06-01,180649,TMMC,POINT (-121.894 36.609)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7942,SWC-PV-07-115B,Trauma - other,Diagnosed,2007-05-12,180649,SWC,POINT (-117.133175 32.579632)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7941,08-190,Malnutrition,Diagnosed,2008-05-17,180649,FMMMCC,POINT (-118.410645 33.870264)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7940,HS-1784,Unknown,Suspected,2008-03-18,180649,TMMC,POINT (-121.786 36.812)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-793f,HS-1872,Other,Diagnosed,2009-02-18,180649,TMMC,POINT (-122.522 37.523)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-793e,HS-1929,Other,Diagnosed,2009-04-19,180649,TMMC,POINT (-122.644 37.898)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-793d,HS-2061,Trauma - other,Diagnosed,2010-04-19,180649,TMMC,POINT (-122.642 37.898)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-793c,HS-2061,Other,Diagnosed,2010-04-19,180649,TMMC,POINT (-122.642 37.898)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-793b,HS-1647,Infectious Disease - non-specific,Diagnosed,2006-04-03,180649,TMMC,POINT (-122.522 37.523)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-793a,HS-1609,Malnutrition,Diagnosed,2005-05-26,180649,TMMC,POINT (-121.796 36.813)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7939,HS-1587,Infectious Disease - non-specific,Diagnosed,2005-04-15,180649,TMMC,POINT (-121.827 36.863)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7938,HS-1625,Unknown,Diagnosed,2005-06-25,180649,TMMC,POINT (-121.827 36.863)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7937,SWC-PV-09-121B,Infectious disease - non-specific,Suspected,2009-06-10,180649,SWC,POINT (-117.2738667 32.9911)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7936,08-217,Unknown,Unknown,2008-05-24,180649,FMMMCC,POINT (-118.410645 33.870264)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7935,08-228,Trauma - human interaction,Diagnosed,2008-05-27,180649,FMMMCC,POINT (-118.410645 33.870264)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7934,08-243,Malnutrition,Diagnosed,2008-06-04,180649,FMMMCC,POINT (-118.410645 33.870264)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7933,HS-1774,Other,Suspected,2008-02-17,180649,TMMC,POINT (-122.011 36.963)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7932,HS-1618,Infectious Disease - known pathogen,Diagnosed,2005-06-10,180649,TMMC,POINT (-121.866 36.61)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7931,HS-1905,Infectious Disease - non-specific,Diagnosed,2009-04-02,180649,TMMC,POINT (-121.796 36.813)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7930,HS-1992,Biotoxin,Diagnosed,2009-11-28,180649,TMMC,POINT (-121.866 36.61)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-792f,HS-1630,Infectious Disease - non-specific,Diagnosed,2006-01-24,180649,TMMC,POINT (-122.522 37.523)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-792e,HS-1687,Infectious Disease - non-specific,Diagnosed,2006-07-08,180649,TMMC,POINT (-121.94 36.963)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-792d,HS-2102,Malnutrition,Suspected,2010-06-07,180649,TMMC,POINT (-121.924 36.963)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-792c,08-272,Other,Diagnosed,2008-06-17,180649,FMMMCC,POINT (-118.410645 33.870264)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-792b,HS-1631,Infectious Disease - non-specific,Diagnosed,2006-02-23,180649,TMMC,POINT (-120.716 35.17)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-792a,HS-2045,Infectious Disease - non-specific,Diagnosed,2010-08-01,180649,TMMC,POINT (-121.836 36.879)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7929,HS-1612,Unknown,Suspected,2005-05-29,180649,TMMC,POINT (-122.522 37.523)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7928,HS-1844,Other,Diagnosed,2008-05-18,180649,TMMC,POINT (-123.068 38.336)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7927,SWC-PV-10-157B,Infectious Disease - known pathogen,Diagnosed,2010-07-17,180649,SWC,POINT (-117.2743667 32.84895)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7926,HS-1697,Infectious Disease - non-specific,Diagnosed,2007-03-04,180649,TMMC,POINT (-121.185 35.642)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7925,HS-1588,Malnutrition,Suspected,2005-04-16,180649,TMMC,POINT (-122.6635 37.9001)
mmhmap_secoora_json.fid-c2a1a09_17a6db039ae_-7924,HS-1566,Other,Diagnosed,2005-03-04,180649,TMMC,POINT (-122.522 37.523)
